cusip,interestrate,remainingbalance,factor,gwac,wam,wala,date
3618JHZN1,5,1164975.12,1,5.452,359,1,2024-10-01
3618JHZP6,5,2078346.8,1,5.75,359,1,2024-10-01
3618JHZQ4,5,1728224.75,1,5.75,359,1,2024-10-01
3618JHZS0,5.5,1563017.46,1,6,359,1,2024-10-01
3618JHZU5,6,1681208.33,1,6.25,359,1,2024-10-01
3618JHZV3,6,1717430.89,1,6.25,359,1,2024-10-01
3618JHZW1,6,3250225.15,1,6.25,359,1,2024-10-01
3618JHZX9,6,832133.7,1,6.25,359,1,2024-10-01
3618JHZZ4,6,1237812.34,1,6.625,358,2,2024-10-01
3618JHZ27,6.5,1125692.44,1,6.75,359,1,2024-10-01
3618JHZ43,5.5,1402205.71,1,6,359,1,2024-10-01
3618JHZ50,5.5,2241085.47,1,6.125,359,1,2024-10-01
3618JHZ68,6,5085783.52,1,6.25,359,1,2024-10-01
3618JHZ76,6,4682112.37,1,6.375,358,2,2024-10-01
3618JHZ84,6,962509.93,1,6.5,358,2,2024-10-01
3618JHZ92,6,10310671.07,1,6.54,358,2,2024-10-01
3618JH2A5,6.5,34695780.71,1,6.966,359,1,2024-10-01
3618JH2B3,7,3883771.56,1,7.385,359,1,2024-10-01
3618JH2C1,7.5,528744.98,1,7.875,356,4,2024-10-01
3618JH2D9,6.5,1062329.15,1,6.954,358,2,2024-10-01
3618JH2E7,6.5,1077988.92,1,6.952,358,2,2024-10-01
3618JH2F4,6.5,4892908.94,1,6.939,359,1,2024-10-01
3618JH2G2,7,1254022.99,1,7.305,359,1,2024-10-01
3618JH2H0,7,1043460.57,1,7.327,359,1,2024-10-01
3618JH2K3,7,1222633.02,1,7.625,358,1,2024-10-01
3618JH2L1,7.5,1700910.33,1,7.875,358,2,2024-10-01
3618JH6N3,5.5,1629065.83,1,6.044,360,0,2024-10-01
3618JH6R4,6,1137493.59,1,6.554,360,0,2024-10-01
3618JH6S2,5,3238536.64,1,5.575,359,1,2024-10-01
3618JJEB6,6,567624.23,1,6.69,479,1,2024-10-01
3618JJEC4,6.5,7822003.33,1,7.121,478,2,2024-10-01
3618JJED2,7,299149.09,1,7.5,476,4,2024-10-01
3618JJEE0,7.5,234509.07,1,8.125,470,10,2024-10-01
3618JJNX8,6.5,829808.21,1,7,479,1,2024-10-01
3618JJNY6,7,465765.67,1,7.25,479,1,2024-10-01
3618JJNZ3,5,1202939.87,1,5.427,359,1,2024-10-01
3618JJN26,5,1822885.49,1,5.431,359,1,2024-10-01
3618JJN34,5.5,1545389.75,1,5.937,359,1,2024-10-01
3618JJN42,6.5,1370485.22,1,6.974,359,1,2024-10-01
3618JJN59,6.5,1125261.72,1,6.981,359,1,2024-10-01
3618JJN91,6.5,1128548.21,1,7.075,359,1,2024-10-01
3618JJPA6,6.5,13400370.82,1,6.982,359,1,2024-10-01
3618JJPB4,7,1129148.28,1,7.32,359,1,2024-10-01
3618JJPC2,7,2583016.11,1,7.401,359,1,2024-10-01
3618JJPD0,7,2595429.57,1,7.489,359,1,2024-10-01
3618JJPE8,7,3574857.96,1,7.476,359,1,2024-10-01
3618JJPF5,7,38524017.04,1,7.496,359,1,2024-10-01
3618JJPG3,7.5,1104978.91,1,7.9,359,1,2024-10-01
3618JJPH1,7.5,3048643.65,1,7.895,359,1,2024-10-01
3618JJPJ7,7.5,2077828.59,1,7.976,359,1,2024-10-01
3618JJPK4,7.5,2881237.05,1,7.874,359,1,2024-10-01
3618JJPL2,7.5,28865923.67,1,8.008,359,1,2024-10-01
3618JJPQ1,6.5,1337377.9,1,7,480,0,2024-10-01
3618JJPR9,7,632017.97,1,7.332,479,1,2024-10-01
3618JJPS7,6.5,1689988.41,1,6.874,341,19,2024-10-01
3618JJ2M5,5.5,2483663.26,1,6.17,359,1,2024-10-01
3618JJ2W3,5,7628088.45,1,5.698,358,0,2024-10-01
3618JJ2X1,5,6347485.53,1,5.727,344,0,2024-10-01
3618JJ2Y9,5,19991333.1,1,5.714,356,1,2024-10-01
3618JJ2Z6,5,39998272.7,1,5.726,358,0,2024-10-01
3618JJ3A0,5.5,9802629.78,1,6.209,358,1,2024-10-01
3618JJ3B8,5.5,17399694.87,1,6.217,359,1,2024-10-01
3618JJ3C6,5.5,9430640.11,1,6.222,360,0,2024-10-01
3618JJ3D4,5.5,24427705.73,1,6.205,358,1,2024-10-01
3618JJ3F9,5.5,9752529.55,1,6.248,322,1,2024-10-01
3618JJ3G7,6,8646959.41,1,6.749,353,0,2024-10-01
3618JJ3Q5,4.5,10101221.15,1,5.197,358,0,2024-10-01
3618JJ3R3,4.5,50081923.11,1,5.183,359,0,2024-10-01
3618JJ3S1,5,3567152.78,1,5.721,358,0,2024-10-01
3618JJ3T9,5,4900917,1,5.661,350,0,2024-10-01
3618JJ3U6,5,8549247.25,1,5.688,359,0,2024-10-01
3618JJ3V4,5.5,3278743.46,1,6.19,360,0,2024-10-01
3618JJ3W2,5.5,5811561.76,1,6.204,360,0,2024-10-01
3618JJ3X0,5.5,2897078.74,1,6.178,360,0,2024-10-01
3618JJ3Y8,5.5,2884107.93,1,6.194,360,0,2024-10-01
3618JJ3Z5,5.5,10175351.22,1,6.221,358,0,2024-10-01
3618JJ4A9,6,1930971.73,1,6.721,360,0,2024-10-01
3618JJ4B7,6,7571455.09,1,6.392,360,0,2024-10-01
3618JJ4C5,6.5,1073450.98,1,7.182,360,0,2024-10-01
3618JJ4N1,4.5,4607799.6,1,5.25,359,1,2024-10-01
3618JJ4P6,5,6713737.19,1,5.718,360,0,2024-10-01
3618JJ4Q4,5.5,1135266.89,1,6.199,348,0,2024-10-01
3618JJ4R2,5.5,2881427.07,1,6.217,352,0,2024-10-01
3618JJ4S0,5.5,6733260.4,1,6.227,360,0,2024-10-01
3618JJ4T8,6,4274930.31,1,6.734,353,0,2024-10-01
3618JJ4U5,6,4195977.91,1,6.739,360,0,2024-10-01
3618JJ4V3,6.5,3562568.5,1,7.227,359,1,2024-10-01
3618JJ5B6,5,6695551.43,1,5.714,355,0,2024-10-01
3618JJ5C4,5,5760015,1,5.742,354,0,2024-10-01
3618JJ5D2,5,1254577.24,1,5.369,360,0,2024-10-01
3618JJ5E0,5,25073404.91,1,5.703,358,0,2024-10-01
3618JJ5F7,5,49999255.82,1,5.705,359,0,2024-10-01
3618JJ5G5,5.5,1135915.35,1,6.235,356,1,2024-10-01
3618JJ5H3,5.5,3177551.21,1,6.222,360,0,2024-10-01
3618JJ5J9,5.5,7083748.8,1,6.205,358,0,2024-10-01
3618JJ5K6,5.5,50000346.88,1,6.219,359,0,2024-10-01
3618JJ5L4,5.5,49643266.07,1,6.209,360,0,2024-10-01
3618JKDK4,7,1107821,1,7.465,360,0,2024-10-01
3618JKDL2,7,1442900,1,7.432,354,0,2024-10-01
3618JKDN8,6.5,1108218,1,6.881,360,0,2024-10-01
3618JKDP3,6.5,1094427,1,6.96,347,0,2024-10-01
3618JKDQ1,6.5,2164688,1,7.036,341,0,2024-10-01
3618JKDT5,5.5,2036998,1,6.083,354,0,2024-10-01
3618JKDU2,5.5,1001598,1,5.967,360,0,2024-10-01
3618JKDY4,6.5,221559.1,1,7.125,479,1,2024-10-01
3618JKD24,6,1123655,1,6.516,351,0,2024-10-01
3618JKES6,5.5,1475773,1,6.012,360,0,2024-10-01
3618JKEV9,5,1067657,1,5.444,360,0,2024-10-01
3618JKE64,6,1047896,1,6.41,360,0,2024-10-01
3618JKFA4,5.5,1295877,1,5.979,356,0,2024-10-01
3618JKFC0,5,1071306,1,5.415,360,0,2024-10-01
3618JKFD8,5,1663269,1,5.445,360,0,2024-10-01
3618JKFG1,7,1057779.33,1,7.528,355,0,2024-10-01
3618JKFH9,7,1140942,1,7.75,360,0,2024-10-01
3618JKFJ5,6,2730532,1,6.525,355,0,2024-10-01
3618JKFK2,6,1078123,1,6.475,360,0,2024-10-01
3618JKFM8,6,2465843,1,6.45,352,0,2024-10-01
3618JKFN6,5.5,1345327,1,6.053,360,0,2024-10-01
3618JKFP1,5.5,2460230,1,6.025,360,0,2024-10-01
3618JKFS5,5,1453206,1,5.416,360,0,2024-10-01
3618JKFT3,5,1728912,1,5.454,360,0,2024-10-01
3618JKFW6,6,1075084,1,6.481,351,0,2024-10-01
3618JKFX4,5.5,2199504.71,1,6.125,360,0,2024-10-01
3618JKFZ9,5.5,5829477,1,5.975,353,0,2024-10-01
3618JKF30,5,1296543,1,5.353,357,0,2024-10-01
3618JKF55,5,2377255,1,5.446,360,0,2024-10-01
3618JKF63,7.5,1125688,1,8,360,0,2024-10-01
3618JKGA3,7,1047514,1,7.75,360,0,2024-10-01
3618JKGD7,5,1499536,1,5.625,360,0,2024-10-01
3618JKGE5,5,5371042,1,5.511,360,0,2024-10-01
3618JKGH8,7.5,1268740,1,7.83,360,0,2024-10-01
3618JKGJ4,7.5,1110437,1,7.889,360,0,2024-10-01
3618JKGK1,7.5,1415771,1,7.75,360,0,2024-10-01
3618JKGQ8,6.5,1044981.97,1,6.933,341,0,2024-10-01
3618JKGR6,6.5,1464542,1,7.143,360,0,2024-10-01
3618JKGS4,6,1156605,1,6.471,360,0,2024-10-01
3618JKGT2,6,1375134,1,6.413,339,0,2024-10-01
3618JKGU9,6,1466111,1,6.44,352,0,2024-10-01
3618JKGV7,5.5,1187320,1,5.985,360,0,2024-10-01
3618JKGY1,5,1143895,1,5.31,360,0,2024-10-01
3618JKG47,6,1266300,1,6.5,341,0,2024-10-01
3618JKG54,6,1230805,1,6.392,360,0,2024-10-01
3618JKG62,5.5,1201872,1,6.002,360,0,2024-10-01
3618JKG70,5.5,5681290,1,5.973,360,0,2024-10-01
3618JKG88,5,3279286,1,5.423,360,0,2024-10-01
3618JKHA2,7,1887430,1,7.625,360,0,2024-10-01
3618JKHB0,7,1340275,1,7.678,360,0,2024-10-01
3618JKHC8,6,1040948,1,6.5,360,0,2024-10-01
3618JKHD6,6,1905698,1,6.526,360,0,2024-10-01
3618JKHE4,5.5,1061182,1,5.937,360,0,2024-10-01
3618JKHF1,5.5,1106639,1,5.978,360,0,2024-10-01
3618JKHG9,7.5,1971985,1,7.821,360,0,2024-10-01
3618JKHH7,7.5,2129476,1,7.75,360,0,2024-10-01
3618JKHL8,6,1112901.41,1,6.585,350,0,2024-10-01
3618JKHM6,6,2603037.98,1,6.612,348,0,2024-10-01
3618JKHN4,5.5,1076784,1,6.023,360,0,2024-10-01
3618JKHP9,5.5,3236923,1,5.997,360,0,2024-10-01
3618JKHQ7,5,1534338,1,5.447,355,0,2024-10-01
3618JKHT1,7.5,1307138,1,7.823,360,0,2024-10-01
3618JKHU8,7,1261820,1,7.726,360,0,2024-10-01
3618JKHV6,7,1638682,1,7.678,360,0,2024-10-01
3618JKHX2,5,1629104,1,5.426,360,0,2024-10-01
3618JKH20,5.5,1040400,1,5.969,360,0,2024-10-01
3618JKH38,5.5,1266830,1,5.938,350,0,2024-10-01
3618JKH46,5.5,1141189,1,5.981,360,0,2024-10-01
3618JKH53,5.5,1213196,1,6.017,360,0,2024-10-01
3618JKH61,5.5,1039168,1,5.974,360,0,2024-10-01
3618JKH79,5.5,3808647.04,1,5.978,352,0,2024-10-01
3618JKH87,5,1040063,1,5.411,360,0,2024-10-01
3618JKH95,5,1463028,1,5.333,360,0,2024-10-01
3618JKJA0,5,3026557,1,5.438,360,0,2024-10-01
3618JKJB8,6,1279223,1,6.518,352,0,2024-10-01
3618JKJC6,6,1086168.33,1,6.486,345,0,2024-10-01
3618JKJD4,6,4262188,1,6.52,360,0,2024-10-01
3618JKJE2,5.5,1201512,1,5.934,360,0,2024-10-01
3618JKJF9,5.5,3141172,1,5.961,360,0,2024-10-01
3618JKJG7,5,1265401,1,5.502,360,0,2024-10-01
3618JKJL6,7,1052495,1,7.481,360,0,2024-10-01
3618JKJN2,6,2363256.59,1,6.527,353,0,2024-10-01
3618JKJP7,6,1466313,1,6.468,352,0,2024-10-01
3618JKJQ5,5.5,2979661,1,5.991,360,0,2024-10-01
3618JKJS1,5,4278577,1,5.468,360,0,2024-10-01
3618JKLX7,6.5,220701.42,1,6.875,478,2,2024-10-01
3618JKLY5,6.5,27298935.85,1,7.005,479,1,2024-10-01
3618JKLZ2,7,19665076.22,1,7.317,479,1,2024-10-01
3618JKL25,7.5,701325.29,1,7.75,478,2,2024-10-01
3618JKPK1,7,3340773.64,1,7.471,478,2,2024-10-01
3618JKPL9,7.5,629814.52,1,7.75,478,2,2024-10-01
3618JKP96,7,171674.09,1,7.625,478,2,2024-10-01
3618JKQB0,7,318215.19,1,7.5,477,3,2024-10-01
3618JKQD6,7,260777.86,1,7.375,478,2,2024-10-01
3618JKQP9,6.5,10392638.54,1,6.875,480,0,2024-10-01
3618JKQQ7,6.5,33937958.87,1,7.002,480,0,2024-10-01
3618JKQR5,7,10228401.83,1,7.395,479,1,2024-10-01
3618JKQS3,7.5,98844.58,1,7.75,479,1,2024-10-01
3618JKRS2,5.5,2069021.9,1,6.121,359,1,2024-10-01
3618JKRT0,6,2076390.25,1,6.647,359,1,2024-10-01
3618JKRU7,6,3743154.75,1,6.721,359,1,2024-10-01
3618JKRZ6,6,1380898.19,1,6.479,353,0,2024-10-01
3618JKR29,6.5,2786823.86,1,7.199,359,1,2024-10-01
3618JKV40,5.5,1942396,1,6.077,360,0,2024-10-01
3618JKV57,6.5,1298698,1,7.225,360,0,2024-10-01
3618JKV65,6.5,1169037,1,7.19,359,1,2024-10-01
3618JKV73,5.5,1260190.02,1,5.919,360,0,2024-10-01
3618JKV81,6.5,1782454,1,7.229,360,0,2024-10-01
3618JLMQ9,5,1064649,1,5.561,360,0,2024-10-01
3618JLMR7,5.5,1054661.37,1,5.987,354,0,2024-10-01
3618JLMS5,5.5,3584308.13,1,6.055,359,1,2024-10-01
3618JLMT3,6,1167701.05,1,6.584,359,0,2024-10-01
3618JLMU0,6,1371671.44,1,6.555,359,1,2024-10-01
3618JLMV8,6,2500928.5,1,6.337,359,1,2024-10-01
3618JLMW6,6.5,1087627.05,1,7.08,344,1,2024-10-01
3618JLMX4,6.5,1539795.65,1,7.044,344,1,2024-10-01
3618JLMY2,6.5,1822042.08,1,6.866,359,1,2024-10-01
3618JLMZ9,7,1103151.63,1,7.596,359,1,2024-10-01
3618JLXG9,6,4636118,1,6.734,356,0,2024-10-01
3618JLXH7,6,4535439.31,1,6.739,321,0,2024-10-01
3618JLXJ3,7,2396019.42,1,7.697,360,0,2024-10-01
3618JLXQ7,5,100198824.83,1,5.708,360,0,2024-10-01
3618JLXR5,5,50004526.41,1,5.693,360,0,2024-10-01
3618JLXS3,6,20001057.66,1,6.732,359,0,2024-10-01
3618JLXY0,5,5461472.12,1,5.703,346,0,2024-10-01
3618JLXZ7,5,8070518.65,1,5.708,354,0,2024-10-01
3618JLX20,5,5977263.7,1,5.73,354,0,2024-10-01
3618JLX38,5.5,1457506.05,1,6.203,360,0,2024-10-01
3618JLX46,5.5,4725805.56,1,6.198,360,0,2024-10-01
3618JLX53,5.5,3851356.32,1,6.227,358,0,2024-10-01
3618JLX61,5.5,8671765.83,1,6.203,360,0,2024-10-01
3618JLX79,5.5,5540512.07,1,6.23,358,0,2024-10-01
3618JLX87,5.5,7754132.75,1,6.213,360,0,2024-10-01
3618JLX95,5.5,5102838.72,1,6.239,354,0,2024-10-01
3618JLYA1,6,1063406.63,1,6.681,350,1,2024-10-01
3618JLYB9,6,1478684,1,6.747,360,0,2024-10-01
3618JLYC7,6.5,1726444.05,1,6.846,479,1,2024-10-01
3618JLYL7,4.5,30024415.3,1,5.193,360,0,2024-10-01
3618JLYM5,5,5760700.98,1,5.71,360,0,2024-10-01
3618JLYN3,5,5323444,1,5.708,360,0,2024-10-01
3618JLYP8,5.5,8183012.69,1,6.224,360,0,2024-10-01
3618JLYQ6,6,5491502.09,1,6.722,360,0,2024-10-01
3618JLYR4,6.5,7947689.99,1,7.226,360,0,2024-10-01
3618JLZT9,4.5,99606125.94,1,5.187,360,0,2024-10-01
3618JLZU6,5,50009126,1,5.698,360,0,2024-10-01
3618JLZV4,5,50047133.98,1,5.699,360,0,2024-10-01
3618JLZW2,5,50049392.86,1,5.709,360,0,2024-10-01
3618JLZX0,5,75032226.85,1,5.721,359,0,2024-10-01
3618JLZY8,5.5,50014360.74,1,6.209,360,0,2024-10-01
3618JLZZ5,5.5,25017812,1,6.211,357,0,2024-10-01
3618JLZ51,4.5,9416895.4,1,5.219,353,0,2024-10-01
3618JLZ69,4.5,10013907.09,1,5.191,358,0,2024-10-01
3618JLZ77,4.5,10030413,1,5.189,357,0,2024-10-01
3618JLZ85,5,9688764.87,1,5.71,355,0,2024-10-01
3618JLZ93,5,7818264.49,1,5.715,356,0,2024-10-01
3618JL2A6,5,14052456,1,5.705,354,0,2024-10-01
3618JL2B4,5,16442351.12,1,5.721,359,0,2024-10-01
3618JL2C2,5,12832522,1,5.712,360,0,2024-10-01
3618JL2D0,5,27377602.49,1,5.725,353,0,2024-10-01
3618JL2E8,5,1579724,1,5.75,360,0,2024-10-01
3618JL2F5,5.5,8059633.29,1,6.235,353,0,2024-10-01
3618JL2G3,5.5,10387921,1,6.22,356,0,2024-10-01
3618JL2H1,5.5,10938157.6,1,6.223,360,0,2024-10-01
3618JL2J7,5.5,12611592,1,6.232,359,0,2024-10-01
3618JL2K4,5.5,21139015.73,1,6.218,358,0,2024-10-01
3618JL2N8,5.5,1834597.21,1,5.75,359,1,2024-10-01
3618JL2P3,6,31253563.6,1,6.656,358,1,2024-10-01
3618JL2Q1,6,11212929.3,1,6.691,359,0,2024-10-01
3618JL2R9,6,5705047.18,1,6.664,360,0,2024-10-01
3618JL2S7,6,9041798.62,1,6.645,360,0,2024-10-01
3618JL2T5,6,1750104.66,1,6.529,359,1,2024-10-01
3618JL2U2,6,1088796.99,1,6.409,348,1,2024-10-01
3618JL2V0,6,1542696.07,1,6.528,359,1,2024-10-01
3618JL2W8,6,1039758.36,1,6.376,346,0,2024-10-01
3618JL2X6,6,2808821.25,1,6.466,359,1,2024-10-01
3618JL2Y4,6,1085982.18,1,6.295,352,0,2024-10-01
3618JL2Z1,6,3071065.24,1,6.506,360,0,2024-10-01
3618JL3A5,6,1300975.07,1,6.404,344,0,2024-10-01
3618JL3B3,6,3117831.02,1,6.595,349,0,2024-10-01
3618JL3C1,6,2225877.85,1,6.395,360,0,2024-10-01
3618JL3D9,6,6173013.14,1,6.541,354,0,2024-10-01
3618JL3E7,6,4014219.14,1,6.291,360,0,2024-10-01
3618JL3F4,6,4524900.33,1,6.579,359,1,2024-10-01
3618JL3G2,6,2874875.3,1,6.365,360,0,2024-10-01
3618JL3H0,6,6792468.26,1,6.587,360,0,2024-10-01
3618JL3J6,6,2093498.05,1,6.295,344,1,2024-10-01
3618JL3K3,6,3739243.69,1,6.519,360,0,2024-10-01
3618JL3L1,6,1426088,1,6.323,360,0,2024-10-01
3618JL3M9,6,9977306.91,1,6.514,359,1,2024-10-01
3618JL3N7,6,3775507.88,1,6.354,360,0,2024-10-01
3618JL3S6,6,1382277.49,1,6.374,359,1,2024-10-01
3618JL3T4,6,1622902.46,1,6.334,360,0,2024-10-01
3618JL3U1,6.5,7941337.92,1,7.113,359,1,2024-10-01
3618JL3V9,6.5,3568043.02,1,7.19,359,1,2024-10-01
3618JL3W7,6.5,1058469.36,1,7.023,359,1,2024-10-01
3618JL3X5,6.5,1929980.55,1,7.045,351,1,2024-10-01
3618JL3Y3,6.5,1001339.73,1,6.765,359,1,2024-10-01
3618JL3Z0,6.5,2076900.45,1,6.919,344,1,2024-10-01
3618JL4A4,6.5,2431904.87,1,6.75,355,0,2024-10-01
3618JL4B2,6.5,1916096.84,1,6.947,354,0,2024-10-01
3618JL4C0,6.5,1668565.77,1,6.75,360,0,2024-10-01
3618JL4D8,6.5,4803134.94,1,6.866,353,1,2024-10-01
3618JL4E6,6.5,4246147.67,1,6.768,360,0,2024-10-01
3618JL4F3,6.5,4285911.36,1,6.922,346,0,2024-10-01
3618JL4G1,6.5,2624839.7,1,6.783,360,0,2024-10-01
3618JL4H9,6.5,8915409.45,1,6.948,356,0,2024-10-01
3618JL4J5,6.5,3432914.77,1,6.808,360,0,2024-10-01
3618JL4K2,6.5,1998148.85,1,7.056,351,1,2024-10-01
3618JL4L0,6.5,1163079.93,1,6.75,360,0,2024-10-01
3618JL4M8,6.5,9629618.2,1,6.883,359,1,2024-10-01
3618JL4N6,6.5,2463431,1,6.75,360,0,2024-10-01
3618JL4P1,6.5,1010292.67,1,6.922,350,1,2024-10-01
3618JL4S5,6.5,1088793.67,1,6.833,359,1,2024-10-01
3618JL4T3,6.5,1358929.46,1,6.937,346,0,2024-10-01
3618JL4U0,7,1731591.48,1,7.474,338,1,2024-10-01
3618JL4V8,7,1719633.38,1,7.429,359,1,2024-10-01
3618JL4W6,7,1103444.84,1,7.376,359,1,2024-10-01
3618JL4X4,7,1083071.01,1,7.378,359,1,2024-10-01
3618JL4Y2,7,1040028.98,1,7.348,359,1,2024-10-01
3618JL4Z9,7,1339393.78,1,7.389,354,0,2024-10-01
3618JL5A3,7,1314846.92,1,7.351,359,1,2024-10-01
3618JL5B1,7,1095622.32,1,7.317,359,1,2024-10-01
3618JL5C9,7,1199656,1,7.347,360,0,2024-10-01
3618JL5D7,7,1488147.17,1,7.25,359,1,2024-10-01
3618JL5R6,5.5,116907.76,1,5.75,474,1,2024-10-01
3618JL5S4,6,789236.49,1,6.625,477,0,2024-10-01
3618JL5U9,6.5,4612999.25,1,6.89,478,1,2024-10-01
3618JL5V7,6.5,1014951.98,1,6.786,359,1,2024-10-01
3618JL5W5,7,2120827.67,1,7.301,477,2,2024-10-01
3618JL6A2,5,279847.74,1,5.5,479,1,2024-10-01
3618JL6C8,5.5,175458.94,1,5.875,474,6,2024-10-01
3618JL6E4,6,69121.98,1,6.25,479,1,2024-10-01
3618JL6G9,6.5,610935.68,1,6.938,472,2,2024-10-01
3618JL6H7,7,562501.95,1,7.317,479,1,2024-10-01
3618JL6W4,6,1140413.54,1,6.442,359,1,2024-10-01
3618JL6X2,6.5,1094975.89,1,6.814,359,1,2024-10-01
3618JMBD8,6.5,85265.52,1,7,479,1,2024-10-01
3618JMJC2,6,3000363.34,1,6.581,479,0,2024-10-01
3618JMJD0,6,1131188.1,1,6.387,360,0,2024-10-01
3618JMJE8,6,1571793.68,1,6.425,358,1,2024-10-01
3618JMJG3,6.5,7899551.69,1,6.913,479,1,2024-10-01
3618JMJH1,7,134720.71,1,7.375,480,0,2024-10-01
3618JMJM0,5,68385.68,1,5.5,479,1,2024-10-01
3618JMJP3,6,215092.18,1,6.625,480,0,2024-10-01
3618JMJR9,6.5,2727814.46,1,6.863,477,1,2024-10-01
3618JMWB9,5,1158000,1,5.699,360,0,2024-10-01
3618JMWD5,4.5,1196000,1,5.25,360,0,2024-10-01
3618JND28,6,3342753.68,1,6.391,359,1,2024-10-01
3618JND36,6,1964987.79,1,6.53,360,0,2024-10-01
3618JND44,6,23697812.49,1,6.434,359,1,2024-10-01
3618JND51,6,2118767.31,1,6.396,359,1,2024-10-01
3618JND69,6,3376041.93,1,6.471,359,1,2024-10-01
3618JND77,6,4856372.84,1,6.426,357,1,2024-10-01
3618JND85,6,7282821.31,1,6.463,359,1,2024-10-01
3618JND93,6,9705724.32,1,6.378,358,0,2024-10-01
3618JNEA9,6,9422122.62,1,6.389,359,1,2024-10-01
3618JNEB7,6,5188214.36,1,6.375,359,1,2024-10-01
3618JNEC5,6,3434332.28,1,6.318,360,0,2024-10-01
3618JNED3,6,27518600.64,1,6.306,359,1,2024-10-01
3618JNEE1,6.5,1969325.09,1,7.036,359,1,2024-10-01
3618JNEF8,6.5,1163340.75,1,7.069,351,1,2024-10-01
3618JNEG6,6.5,1554472.35,1,7.117,352,1,2024-10-01
3618JNEH4,6.5,3015355.07,1,7.036,357,1,2024-10-01
3618JNEJ0,6.5,3416746.56,1,6.987,359,1,2024-10-01
3618JNEK7,6.5,1617182.1,1,6.979,359,1,2024-10-01
3618JNEL5,6.5,5271598.75,1,7.004,357,1,2024-10-01
3618JNEM3,6.5,5311669.01,1,6.935,360,0,2024-10-01
3618JNEN1,6.5,5662379,1,6.93,359,1,2024-10-01
3618JNEP6,6.5,2925974.58,1,7.002,359,1,2024-10-01
3618JNEQ4,6.5,1150799.45,1,6.847,359,1,2024-10-01
3618JNER2,6,1478574.43,1,6.722,479,1,2024-10-01
3618JNES0,6.5,12812212.83,1,6.8,359,1,2024-10-01
3618JNET8,5.5,1509037.07,1,5.881,360,0,2024-10-01
3618JNEU5,5.5,1122752.17,1,5.996,355,2,2024-10-01
3618JNEV3,5.5,1302794.53,1,5.975,359,1,2024-10-01
3618JNEW1,5.5,2509102.88,1,5.911,359,1,2024-10-01
3618JNEX9,5.5,1956380.66,1,5.829,355,1,2024-10-01
3618JNEY7,5.5,3299431.94,1,5.953,359,0,2024-10-01
3618JNEZ4,5.5,3201056.92,1,6.007,359,1,2024-10-01
3618JNE27,5.5,3883571.49,1,5.955,359,1,2024-10-01
3618JNE35,5.5,10163653.89,1,5.943,358,0,2024-10-01
3618JNE43,5.5,3134516.22,1,5.946,359,1,2024-10-01
3618JNE50,5.5,5682431.91,1,5.925,356,1,2024-10-01
3618JNE68,5.5,2212340.05,1,6.033,359,1,2024-10-01
3618JNE76,5.5,31750515.75,1,5.866,360,0,2024-10-01
3618JNFA8,5,15613588.72,1,5.519,360,0,2024-10-01
3618JNFC4,7,1922193.29,1,7.572,358,2,2024-10-01
3618JNFM2,6.5,4526290.43,1,6.911,480,0,2024-10-01
3618JNFN0,7,2627935.21,1,7.288,479,1,2024-10-01
3618JNVA0,7,2684246.48,1,7.363,358,2,2024-10-01
3618JNVB8,5.375,366868,1,5.875,360,0,2024-10-01
3618JNVC6,5.625,1798543,1,6.125,360,0,2024-10-01
3618JNVD4,5.75,593256.44,1,6.25,360,0,2024-10-01
3618JNVE2,5.875,314407,1,6.375,360,0,2024-10-01
3618JNVF9,6,2064143.57,1,6.5,359,1,2024-10-01
3618JNVG7,6.125,584955.1,1,6.625,359,1,2024-10-01
3618JNVH5,6.375,621329.43,1,6.875,360,0,2024-10-01
3618JNVJ1,6.5,166783.18,1,7,359,1,2024-10-01
3618JNVK8,7,605690.03,1,7.375,359,1,2024-10-01
3618JNVL6,5.125,126956.25,1,5.625,355,5,2024-10-01
3618JNVM4,5.25,854582.45,1,5.75,359,1,2024-10-01
3618JNVN2,5.375,352026.84,1,5.875,356,4,2024-10-01
3618JNVP7,5.5,2663556.24,1,6,359,1,2024-10-01
3618JNVQ5,5.625,604804.03,1,6.125,358,2,2024-10-01
3618JNVR3,5.875,846147.49,1,6.375,358,2,2024-10-01
3618JNVS1,6,2001913.69,1,6.5,359,1,2024-10-01
3618JNVT9,6.125,970594.88,1,6.625,360,0,2024-10-01
3618JNVU6,6.25,8300876.47,1,6.75,359,1,2024-10-01
3618JNVV4,6.375,1489010.3,1,6.875,358,2,2024-10-01
3618JNVW2,5.5,138685,1,6,360,0,2024-10-01
3618JNVX0,5.75,201095.01,1,6.25,359,1,2024-10-01
3618JNVY8,6,468203.74,1,6.5,360,0,2024-10-01
3618JNVZ5,6.25,32953.15,1,6.75,356,4,2024-10-01
3618JNV28,6.5,363298,1,7,360,0,2024-10-01
3618JNV36,7,254308,1,7.5,360,0,2024-10-01
3618JNV51,5.5,1063689.88,1,6.19,359,1,2024-10-01
3618JNV69,6,1867647.98,1,6.628,359,1,2024-10-01
3618JNV77,6.5,1032062.42,1,6.952,359,1,2024-10-01
3618JNV85,6.5,24620129.1,1,6.947,359,1,2024-10-01
3618JNV93,5.625,1775511.48,1,6.125,360,0,2024-10-01
3618JNWA9,5.75,5040466.45,1,6.25,358,2,2024-10-01
